Supplier Code,Manufacturer,SKU,Item Name,Quantity Available,Quantity Used,Stock Sales Ratio
43512-0K060/43512-0K060,Renapa S.A.,509-1002,DISCO FRENO TOYOTA DELANTERO HILUX VIGO 06- 4W 2W 3.0,6.00,4.00,21.686746987951807
55311-62J00/55311 62J 00,Renapa S.A.,509-1006,DISCO FRENO SUZUKI DELANTERO SWIFRENOT III 05- 1.3-1.5 CIAZ BALENO 16-,0.00,6.00,0
55311-75F00/55311 M75F00,Renapa S.A.,509-1007,DISCO FRENO SUZUKI DELANTERO ALTO WAGON 02-08 DZIRE CELERIO 10- CIAZ,0.00,10.00,0
58411-3X300/58411 A6300,Renapa S.A.,509-1009,DISCO FRENO HYUNDAI TRASERO i30 ELANTRA VELOSTER 11-15,18.00,2.00,125.5813953488372
BR3280/HB403101,Renapa S.A.,509-1044,DISCO FRENO MITSUBISHI DELANTERO MONTERO RAIDER HYUNDAI GALLOPER 4W 95-05,8.00,2.00,55.81395348837209
23820-65D00/     23820-65D00/BAC,Renapa S.A.,509-3001,BOMBA AUXILIAR CLUTCH SZ SIDEKICK 95- 2.0 2.5 2.7 J20/RF XL-7  99- 3/4,0.00,3.00,0
41710-22600/   41710-22600/BAC,Renapa S.A.,509-3016,BOMBA AUXILIAR CLUTCH HYUNDAI ACCENT 95-05 VERNA 13/16,0.00,3.00,0
D1566C/5 810 14 HA50,Renapa S.A.,509-0132,PASTILLA FRENO CERAMICA HYUNDAI H1 08- KIA CARNIVAL,1.00,2.00,6.976744186046512
D1684C/5 810 11 JA60,Renapa S.A.,509-0140,PASTILLA FRENO CERAMICA HYUNDAI i10 08- KIA PICANTO 04- ARO 14 58101-0XA00,0.00,3.00,0
D1731C/46 05B 006,Renapa S.A.,509-0143,PASTILLA FRENO CERAMICA DAIHATSU CHARADE CUORE 02-MIRAGE MITSUBISHI G4 12- AGYA,0.00,2.00,0
D1847C/58101 D7A10,Renapa S.A.,509-0146,PASTILLA FRENO CERAMICA HYUNDAI TUCSON 16- TIVOLI 4X4 KIA SPORTAGE 16-,0.00,3.00,0
D418C/55200 638 10,Renapa S.A.,509-0165,PASTILLA FRENO CERAMICA SUZUKI SIDEKICK 2P X90 -98,0.00,2.00,0
D449C/58101 2DA20,Renapa S.A.,509-0168,PASTILLA FRENO CERAMICA HYUNDAI ELANTRA GALLOPER KIA OPTIMA,0.00,2.00,0
D510C/41060 50Y94,Renapa S.A.,509-0172,PASTILLA FRENO CERAMICA NISSAN SENTRA B13 91-94,0.00,3.00,0
D680C/55200 65D 50,Renapa S.A.,509-0181,PASTILLA FRENO CERAMICA SUZUKI GRAND VITARA 99-05 XL7 -04 SPORT,0.00,3.00,0
BD3507/4261-0SB-2010,Renapa S.A.,509-1517,TAMBOR FRENO HONDA CIVIC 89-95  4P,0.00,4.00,0
BD35083/8973605060,Renapa S.A.,509-1518,TAMBOR FRENO ISUZU KB 02- AMIGO RODEO ISUZU DMAX -14 CH COLORADO,0.00,2.00,0
BD3536/43206-50Y10,Renapa S.A.,509-1524,TAMBOR FRENO NISSAN SENTRA B13 B14 200SX ALMERA 95-,0.00,6.00,0
6221657090/41100-22010/41300-34020/41421-36000,Renapa S.A.,510-010,CLUTCH KIT HYUNDAI ELANTRA 1.8 ACCENT 1.6 4C 93-95 SUZUKI SIDEKICK(2),2.00,3.00,9.523809523809524
6263022090/312100K040/312500K205/312100K190,Renapa S.A.,510-044,CLUTCH KIT TOYOTA HILUX VIGO 3.0 TDI (2) KTOYOTA30,1.00,1.00,13.043478260869566
0K045-26-610/0K045-26-610/BAF,Renapa S.A.,509-2503,BOMBA AUX FRENO KIA SPORTAGE 95-02 CARNIVAL HORISUZUO R/L 13/16,7.00,1.00,91.30434782608697
44100-00QAA/   44100-00QAA/BAF,Renapa S.A.,509-2513,BOMBA AUX FRENO NISSAN PLATINA RENAULT CLIO 02-08 7/10,2.00,2.00,13.953488372093023
47550-09080/   47550-09080,Renapa S.A.,509-2533,BOMBA AUX FRENO TOYOTA HILUX VIGO 2.5  06-14 R/L 7/8,4.00,4.00,14.457831325301205
53401-86040/   53401-86040/BAF,Renapa S.A.,509-2562,BOMBA AUX FRENO SUZUKI METRO/SWIFT TRAS R/L 89-96 HIERRO 5/8,1.00,3.00,4.761904761904762
58320-4B820/   58320-4B820/BAF,Renapa S.A.,509-2570,BOMBA AUX FRENO HYUNDAI GRACE STAREX H100 GALLOPER LH 7/8            NO,1.00,3.00,4.761904761904762
58330-0P000/58330-1r000/BAF,Renapa S.A.,509-2574,BOMBA AUX FRENO HYUNDAI ACCENT 10-15 GR i10 20 1.6 R/L KIA RIO 1.4 7/10,0.00,10.00,0
58330-1G000/   58330-1G000/BAF,Renapa S.A.,509-2575,BOMBA AUX FRENO HYUNDAI ACCENT ELANTRA R/L KIA PICANTO 10- 11/16,2.00,6.00,4.878048780487805
48125,Gonher Autopartes de Costa Rica S.A.,511-002,BATERIA GONHER G-24R-550,1.00,1.00,13.043478260869566
RCNX71/22450-01A25,Rafael Pinto & CO S.A. (PROLUSA),130-015,NGK CABLES P/BUJIA NIS./SENTRA 83-85 9463,1.00,1.00,13.043478260869566
RCME54/MD 002 960,Rafael Pinto & CO S.A. (PROLUSA),130-016,NGK CABLES P/BUJIA HY/EXCEL 1.5 86-89 9295,1.00,1.00,13.043478260869566
3021H1,Rafael Pinto & CO S.A. (PROLUSA),503-006,FLOSSER BOMBILLO H112V 55W,23.00,1.00,300
9006,Rafael Pinto & CO S.A. (PROLUSA),503-008,FLOSSER BOMBILLO 12V 51W HB4 P22D,21.00,3.00,99.99999999999999
3157FL,Rafael Pinto & CO S.A. (PROLUSA),503-013,FLOSSER BOMBILLO 12V 27/7W W2.5X16Q BASE PLAST.,0.00,10.00,0
880,Rafael Pinto & CO S.A. (PROLUSA),503-022,FLOSSER BOMBILLO 12V 27W PG13 H27 W/1,0.00,6.00,0
9005XS,Rafael Pinto & CO S.A. (PROLUSA),503-026,FLOSSER BOMBILLO 12V 60W HB3A PX20D BASE RECTA,4.00,2.00,27.906976744186046
4090,Rafael Pinto & CO S.A. (PROLUSA),503-031,FLOSSER BOMBILLO T10 12V 3W,0.00,10.00,0
MO-LAD0001/4851087401,Rafael Pinto & CO S.A. (PROLUSA),502-080,MONROE AMORTIGUADOR LAD-E DD DAIHAT(TERIOS 97/00) 808071 DEL RH,4.00,1.00,52.173913043478265
MO-LAOYA10035/96424027,Rafael Pinto & CO S.A. (PROLUSA),502-031,MONROE AMORTIGUADOR LA T CHE/SPA/05/09 M200 334120,1.00,3.00,4.761904761904762
MO-334099/4833019755,Rafael Pinto & CO S.A. (PROLUSA),502-069,MONROE AMORTIGUADOR TOYOTA TERCEL 95-99 RR,1.00,2.00,6.976744186046512
MO-334328/5621000Q1E,Rafael Pinto & CO S.A. (PROLUSA),502-010,MONROE AMORTIGUADOR TOYOTA COROLLA 2009-13 RR TRAS,8.00,2.00,55.81395348837209
MO-34968/56110-86G00,Rafael Pinto & CO S.A. (PROLUSA),502-011,MONROE AMORTIGUADOR GM D ISU/NIS 4X4 VARIOS O/P MO-34968 TRAS 720,3.00,2.00,20.930232558139533
1987947613/90916-02330,Rafael Pinto & CO S.A. (PROLUSA),504-043,BOSCH FAJA TIPO V 10AVX1000 (39.1/2P) =7395,0.00,2.00,0
1987947629/7659699,Rafael Pinto & CO S.A. (PROLUSA),504-049,BOSCH FAJA TIPO V 10AVX675 (26.1/2P) =7265,0.00,1.00,0
1987947653/64551734669,Rafael Pinto & CO S.A. (PROLUSA),504-054,BOSCH FAJA TIPO V 13AVX900 (35.1/2P) =9355,0.00,1.00,0
1987947663/8835135,Rafael Pinto & CO S.A. (PROLUSA),504-058,BOSCH FAJA TIPO V 13AVX1200 (47P) =9470,0.00,1.00,0
1987947805/038260849A,Rafael Pinto & CO S.A. (PROLUSA),504-066,BOSCH FAJA MICRO-V 4PK841 (33P),0.00,2.00,0
1987947830/4483174,Rafael Pinto & CO S.A. (PROLUSA),504-074,BOSCH FAJA MICRO-V 4PK975 (38.3/8P),0.00,1.00,0
1987947842/60815412,Rafael Pinto & CO S.A. (PROLUSA),504-079,BOSCH FAJA MICRO-V 6PK1080 (42.1/2P),1.00,1.00,13.043478260869566
1987947861/5750L7,Rafael Pinto & CO S.A. (PROLUSA),504-084,BOSCH FAJA MICRO-V 4PK1028 (40.1/2P),0.00,1.00,0
1987947904/4298115,Rafael Pinto & CO S.A. (PROLUSA),504-088,BOSCH FAJA MICRO-V 4PK1040 (41P),0.00,2.00,0
1987947951/03F 260 849 A,Rafael Pinto & CO S.A. (PROLUSA),504-094,BOSCH FAJA MICRO-V 6PK1693 (66.11/16P),1.00,1.00,13.043478260869566
1987947953/60815805,Rafael Pinto & CO S.A. (PROLUSA),504-095,BOSCH FAJA MICRO-V 6PK1795 (70.1/2P),0.00,1.00,0
1987948149/9091602397,Rafael Pinto & CO S.A. (PROLUSA),504-104,BOSCH FAJA TIPO V 13AVX1184 (46.1/2P) =9465,1.00,1.00,13.043478260869566
1987948306/1120198,Rafael Pinto & CO S.A. (PROLUSA),504-106,BOSCH FAJA MICRO-V 6PK2225 (87.1/2P),1.00,1.00,13.043478260869566
1987948316/046 903 137 N,Rafael Pinto & CO S.A. (PROLUSA),504-110,BOSCH FAJA MICRO-V 6PK1340 (52.3/4P),0.00,2.00,0
1987948361/6001543795,Rafael Pinto & CO S.A. (PROLUSA),504-113,BOSCH FAJA MICRO-V 4PK1075 (42P),0.00,1.00,0
1987948391/5750QN,Rafael Pinto & CO S.A. (PROLUSA),504-116,BOSCH FAJA MICRO-V 6PK1215 (47.3/4P),0.00,2.00,0
1205/EM-8938,Vazlo Costa Rica Sociedad Anonima,512-005,SOPORTE TRANSMISION MANUAL HYUNDAI ACCENT 1.5/1.6 1994-2003,0.00,1.00,0
1646/12371-0J011,Vazlo Costa Rica Sociedad Anonima,512-019,SOPORTE MOTOR TRASERO TOYOTA YARIS ECHO 1.5 2000-2005,0.00,5.00,0
4554/12372-21150,Vazlo Costa Rica Sociedad Anonima,512-023,SOPORTE TRANSMISION AUTOMATICA TOYOTA YARIS 1.5 2006-2018,3.00,2.00,20.930232558139533
6684/EM-8130,Vazlo Costa Rica Sociedad Anonima,512-029,SOPORTE MOTOR DELANTERO NISSAN SENTRA 1.6/2.0 1991-2000 // NISSAN NX 1.6/2.0 1991-1993,2.00,3.00,9.523809523809524
1352 EM-9228,Vazlo Costa Rica Sociedad Anonima,512-035,SOPORTE MOTOR TRASERO NISSAN TIIDA 1.6/1.8 2007-2018 // NISSAN VERSA 1.6/1.8 2007-2011 // NISSAN NV200 2.0 2013-2021 // NISSAN CUBE 1.8 2009-2014,0.00,5.00,0
6550/EM-8572,Vazlo Costa Rica Sociedad Anonima,512-046,SOPORTE TRANSMISION HONDA CIVIC 1.5/1.6 1994-1995 // HONDA CIVIC DEL SOL 1.5/1.6 1993-1997 // ACURA INTEGRA 1.8 1994-2001,4.00,1.00,52.173913043478265
4368/EM-9550,Vazlo Costa Rica Sociedad Anonima,512-076,SOPORTE TRANSMISION TOYOTA RAV4 3.5 2006-2012,4.00,1.00,52.173913043478265
4242H/EM-7162,Vazlo Costa Rica Sociedad Anonima,512-085,SOPORTE MOTOR RH MAZDA 3 2.3/2.5 2004-2013 // MAZA 5 2.5 2012-2017,0.00,5.00,0
4988/EM-4131,Vazlo Costa Rica Sociedad Anonima,512-124,SOPORTE TRANSMISION MANUAL CHEVROLET SPARK 1.2 2013-2016,0.00,1.00,0
3808/EM-9186,Vazlo Costa Rica Sociedad Anonima,512-137,SOPORTE MOTOR RH/LH MITSUBISHI MONTERO 3.5/3.8 2001-2011,3.00,2.00,20.930232558139533
3449H/EM-9467,Vazlo Costa Rica Sociedad Anonima,512-149,SOPORTE MOTOR RH HONDA ACCORD 3.5 2008-2015 // ACURA TSX 3.5 2010-2014,1.00,3.00,4.761904761904762
83420-20040,Ningbo Sunshine Auto Parts Co,273-18,SWITCH DE TEMPERATURA 2 PINES TOYOTA HILUX 2.7/ LAND CRUISER/ CAMRY/COROLLA,15.00,5.00,43.689320388349515
85/44 SW218001 KST3 EA308 K805 S2015 B01362 K10730,Ningbo Sunshine Auto Parts Co,85-44,INTERRUPTOR DE MANILLA 6 PINES,99.00,1.00,1291.304347826087
39/132 OP-4EFE 15100-11110 ROP80033H,Ningbo Sunshine Auto Parts Co,39-132,BOMBA DE ACEITE COROLLA 4EFE/ 5EFE CON SENSOR/ SIN MUEZCA PARA ORING,8.00,2.00,55.81395348837209
351/119,Ningbo Sunshine Auto Parts Co,351-119,RADIADOR TOYOTA HILUX 2.8D 3L 1993-1998 UPGRADED 2.0 KZTE 2002-2005,0.00,1.00,0
393-124 339024  SA-ACV40-FL,Ningbo Sunshine Auto Parts Co,393-124,COMPENSADOR DELANTERO LH TOYOTA CAMRY 2006-  ACV40 JAPAN IMPORT,3.00,1.00,39.130434782608695
339112 I05570 SA-ACV40-RR2,Ningbo Sunshine Auto Parts Co,393-111,COMPENSADOR TRASERO RH TOYOTA CAMRY 2008 - THAI IMPORT 1AZ/ 2GR/ 2AZ/ 2ARFSE,3.00,1.00,39.130434782608695
77/13 52C CLAMP52 SIZE52,Ningbo Sunshine Auto Parts Co,77-13,GAZA MANGUERA 72-95MM [TAMAÑO 52] Q.10,197.00,3.00,938.095238095238
40C SIZE40 Q00720,Ningbo Sunshine Auto Parts Co,77-19,GAZA MANGUERA 52-76MM [TAMAÑO40] Q.10,198.00,2.00,1381.3953488372092
N/A,Ningbo Sunshine Auto Parts Co,1000-0007,STEP LADDER 4FT X 10,10.00,10.00,14.77832512315271
N/A,Ningbo Sunshine Auto Parts Co,1000-0013,SMALL METAL CART (36IN X 24IN,19.00,1.00,247.82608695652175
15240-05,ARH DE ALAJUELA S.A.,127-1008,TUERCA RANA PROFUNDIDAD 1.5 21M 13/16 B,24.00,24.00,14.906832298136646
50054,ARH DE ALAJUELA S.A.,21-2001,MANGUERA COMBUSTIBLE 3/16 10 MTS,0.60,0.40,16.363636363636363
51757-44000,ARH DE ALAJUELA S.A.,127-1022,TACO HYUNDAI GRACE IZQUIERDO.,5.00,7.00,10.48951048951049
52950-28000,ARH DE ALAJUELA S.A.,127-1024,TUERCA RANA DE LUJO 21MM 1.50 CON ARANDELA PLASTICA PARA HYUNDAI,44.00,4.00,159.03614457831324
57255-48000,ARH DE ALAJUELA S.A.,127-1014,TACO RUEDA HYUNDAY H1 14.5MMX47,43.00,5.00,125.24271844660194
54500-25000,REMUSA,517-001,TIJERETA LH HYUNDAI ACCENT 2000-2005,0.00,1.00,0
54501-25000,REMUSA,517-002,TIJERETA RH HYUNDAI ACCENT 2000-2006,0.00,1.00,0
630046,SPEEDCO,516-002,"ANTIEMPAÑANTE VIDRIOS, ANTINIEBLINA, 12 OZ, RAIN X",0.00,6.00,0
5080233/RX-5080233,SPEEDCO,516-003,ESPUMA LIMPIADORA Y REPELENTE 2 EN 1,0.00,6.00,0
29601,JSM Unity Costa Rica Sociedad Anonima,515-007,"CLEAN AIR MOLECULAR FORMULA, AEROSOL LIMPIADOR Y AROMATIZANT",1.00,1.00,13.043478260869566
01465-SWA-000,REMUSA,523-0021,MANGUERA  FRENO  DELANTERA LH HONDA CRV 07-09 HO 48 SH63437FL NF382560,1.00,2.00,6.976744186046512
MB857426,REMUSA,523-0028,MANGUERA  FRENO  DELANTERA MITSUB. MIRAGE 94-00 HO 43.8 NF380203,1.00,2.00,6.976744186046512
M51292,KINSEI,800-005,BUJIA PRECALENTAMIENTO HKT YD22DD/YD25DDTI 99- - CP-72,0.00,4.00,0
H12681,KINSEI,800-011,ANILLOS SWM31076 010 4G15 12V 89-96 - 1.2/1.5/3.0,0.00,1.00,0
N11211,KINSEI,800-012,BULBO ACEITE KS-54N SENTRA B12 PS-231 - 25240,0.00,1.00,0
H12681,KINSEI,800-011,ANILLOS SWM31076 010 4G15 12V 89-96 - 1.2/1.5/3.0,0.00,1.00,0
40232-50Y00,REMUSA,800-014,RETENEDOR  NJ133 RUEDA DELANTERA NISSAN B13,0.00,1.00,0
G530627/55320-2E000/55320-29000/55320-1F000/55320-2F000/55320-2D000,Renapa S.A.,519-0015,GALLETA COMPENSADOR HYUNDAI AVANTE 96-99 TRASERA RH ELANTRA 00-05 TUCSON 04,0.00,2.00,0
54661-2E201,REMUSA,522-0502,COMPENSADOR DELANTERO LH HYUNDAI TUCSON 05-09 334503,0.00,1.00,0
57724-2E000,REMUSA,72-2004,ROTULA CREMAYERA HYUNDAI TUCSON 05-08 16X16X260 SRK8040,0.00,2.00,0
G699025,RENAPA,520-0144,PUNTA EJE CHEVROLET AVEO 04- KALOS,0.00,2.00,0
13270-4M700N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0580,EMP. TAPA VALV. NI. SENTRA B15 1.8 98-QG18DE (13270-4Z000),0.00,1.00,0
11400-60811N-NAT,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0522,JOG. EMP. MOTOR SZ. SAMURAY/JIMNY1.3/SIDEKICK 1.6 G16A/G13A (8V) SOHC87-96 G13 (CORCHO),0.00,1.00,0
22311-23700N-NAT,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0529,EMP. CABEZOTE TUC/ELANTRA 2.0(Grafito) G4GB/G4GF/G4GC,0.00,2.00,0
11141-M68P00N-NGC,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0554,EMP. CABEZOTE SZ.ERTIGA/SWIFT/BALENO 1.4 K14B14-/CIAZ 1.4 (Grafito),0.00,1.00,0
22311-27800N-ONU,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0534,EMP. CABEZOTE SANTA FE 2.2 06-10DIESEL (Graphite) E=1.50,1.00,1.00,13.043478260869566
04111-16123N-NGC,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0513,SET EMPAQUES MOTOR TOYOTA COROLLA 1.6DOHC 88-91 4AF (CARBURADO) (grafito),1.00,1.00,13.043478260869566
22441-02230N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0563,EMP. TAPA VALV. I10 EPSILON 1.1 SOHC11- (Nbr) G4HG,0.00,2.00,0
11213-15070N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0573,EMP. TAPA VALV. TOYOTA COROLLA 1.6/1.87AF/4AF 92-00 (2da generacion),0.00,2.00,0
12251-PLC-004NPOS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0549,EMP. CABEZOTE HD. CIVIC D17A/D1601-05 (metal),0.00,1.00,0
1035A108N-NGC,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0596,EMP. TAPA VALV. MIT. L-200 SPORTEROTURBO 4D56T,0.00,1.00,0
22441-26801N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0558,DUPLICADO 524-0629,0.00,2.00,0
11213-97401-000N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0578,EMP. TAPA VALV. TOYOTA TERIOS K3-VE/2SZ-FE/3SZ-FE,0.00,2.00,0
21443-02500N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0075,RETENEDOR  CIGUEÑAL TRASERO KIA PICANTO/ATOS1.106-10(60x75x8),1.00,1.00,13.043478260869566
21421-2B020N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0009,RETENEDOR  BOMBA ACEITE CRETA1.6GAMMA/I30/ELA/VELOSTER1.612-(26x37.5x6),0.00,1.00,0
21421-35500N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0012,RETENEDOR  CIGUEÑAL DELANTERO/ BOMBA ACEITE SANTAFE2.700-05/TIB2.706/6G72-6G74(37x50x6)NJ874,0.00,1.00,0
40227-50Y01N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0106,RET. RDA. DEL. EXT. NISSAN SENTRA B13/B14 92-03(56x74/78.5X8/10.5)NJ132,0.00,2.00,0
21443-03011N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0067,RETENEDOR  CIGUEÑAL TRASERO ACCBLUE1.4/1.616-/NEWPIC1.212-/GRANDI101.213-/1.0G3LA18-/KAPPA1.4(72X98x8),0.00,2.00,0
51830-44000N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0109,RETENEDOR RUEDA DELANTERO H10004-/PORTERII/GRACE96/MIT(50x65x9)(NJ429),0.00,2.00,0
90311-34007N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0132,RETENEDOR SALIDA  CAJA TOYOTA COR/TERCEL/PASEO(4AF/3E/5E)(34x54x9/15.5)NJ860,0.00,2.00,0
13276-53Y00N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0137,RETENEDOR TAPA VALVULAS (BUJIAS)NISSAN B13/B14GA14/GA16(27x49x7.5)Q=4NJ207,0.00,2.00,0
11193-15010N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0140,RETENEDOR TAPA VALVULAS (BUJIAS)TOYOTA TERCEL/COROLLA5E/4AF(26x48x10)Q=4,0.00,1.00,0
39220-38020N-MOV,IMPORTADORA BRIGO INTERNACIONAL S.A.,525-0001,SENSOR COOLANT HY. ELA 2.0-1.62017/SAN 2.4/VERNA/ACC BLUE/SOR2.4/3.5/CRETA 15-(S-1358),0.00,2.00,0
96350161N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0003,RETENEDOR  ARBOL LEVAS SANTAFE2.7/ CIGUEÑAL DELANTERO CH.OPT1.6/AVE1.5/1.6/(30x42x8)(Silicon),1.00,1.00,13.043478260869566
13510-ED000N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0049,RETENEDOR  CIGUEÑAL DELANTERO NISSAN TIIDA1.6HR16DE/B13GA16(40X52X7)NJ765CW,0.00,2.00,0
90311-38134N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0103,RETENEDOR ENTRADA DIFERENCIAL TOYOTA 4/5KHIACE/TUNDRA/TACOMA/LEXUS(38x74x11.5)NJ002,1.00,1.00,13.043478260869566
21443-33005N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0080,RET. CIG. TRAS. HY. TUC/ELAN 2.0-1.8/H100/GAL/TER 2.5 D4BH(80x96x9)(NJ251),0.00,2.00,0
21443-22000N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0066,RETENEDOR  CIGUEÑAL TRASERO ACC1.5SOHC/EXC/ELA/VER1.5DOHC4G13/GETZ1.408-(72x96x9)NJ006/8,0.00,2.00,0
G331038,Renapa S.A.,522-0031,COMPENSADOR HONDA CRV 01-06 DEL LH,0.00,1.00,0
G332081,Renapa S.A.,522-0050,COMPENSADOR HYUNDAI ACCENT 94-96 LH TRAS,0.00,1.00,0
G332503,Renapa S.A.,522-0089,COMPENSADOR KIA PICANTO 04-11 HYUNDAI i10 07- DEL LH,0.00,1.00,0
G332504,Renapa S.A.,522-0003,COMPENSADOR CHEVROLET SPARK 05- DEL RH GO LITE 12- G3,0.00,1.00,0
G333114,Renapa S.A.,522-0153,COMPENSADOR TOYOTA COROLLA 92-00 DEL RH,0.00,1.00,0
G333207,Renapa S.A.,522-0064,COMPENSADOR HYUNDAI ELANTRA 95-00 AVANTE RH TRAS 00-06 PLATO PEQ,0.00,1.00,0
G333381,Renapa S.A.,522-0099,COMPENSADOR MITSUBISHI LANCER 1.6 00-06 DEL R/L,0.00,2.00,0
G333519,Renapa S.A.,522-0061,COMPENSADOR HYUNDAI ELANTRA 11-16 DEL LH 3330049,0.00,1.00,0
G3340087,Renapa S.A.,522-0183,COMPENSADOR TOYOTA YARIS DEL 13-18 R/L,0.00,1.00,0
G334472,Renapa S.A.,522-0182,COMPENSADOR TOYOTA YARIS DEL 05-12 RH,0.00,1.00,0
G334501,Renapa S.A.,522-0071,COMPENSADOR HYUNDAI SANTA FE 00-05 DEL LH,0.00,1.00,0
G334505,Renapa S.A.,522-0087,COMPENSADOR HYUNDAI TUCSON KIA SPORTAGE TRAS 04- LH,0.00,1.00,0
G339031,Renapa S.A.,522-0177,COMPENSADOR TOYOTA RAV4 06-12 ACA30.ALA30 DEL RH,0.00,1.00,0
G339114,Renapa S.A.,522-0147,COMPENSADOR TOYOTA COROLLA 08- ALTEZZA 08-13 RH DEL,0.00,1.00,0
G339115,Renapa S.A.,522-0146,COMPENSADOR TOYOTA COROLLA 08- ALTEZZA 08-13 LH DEL,0.00,1.00,0
G339256,Renapa S.A.,522-0027,COMPENSADOR HONDA CIVIC SI SEDAN COUPE 06- DEL LH,0.00,1.00,0
G340034,Renapa S.A.,522-0110,COMPENSADOR MITSUBISHI MONTERO SPORT 08- DEL SPORTERO L200 06-19 R/L,0.00,2.00,0
G341194,Renapa S.A.,522-0122,COMPENSADOR NISSAN SENTRA B14 95-98 PRIMER BLUE CEFIRA 200/240SX,0.00,2.00,0
G341232,Renapa S.A.,522-0166,COMPENSADOR TOYOTA LAND C HILUX RZN VZN PRADO RUNNER TACOMA 4W 96-02,0.00,2.00,0
G341340,Renapa S.A.,522-0168,COMPENSADOR TOYOTA PRADO -08 RUNNE-04 TACOM05- LAND C 02- 4WD,0.00,2.00,0
G341372,Renapa S.A.,522-0161,COMPENSADOR TOYOTA HILUX VIGO 08-21 4X2 4X4 DEL P/B R/L FORTUNER 01-,0.00,2.00,0
G341425,Renapa S.A.,522-0095,COMPENSADOR MITSUBISHI LANCER 07-08 R/L TRAS JEEP CHEROKEE 99-04,0.00,2.00,0
G341444,Renapa S.A.,522-0096,COMPENSADOR MITSUBISHI LANCER 1.5 1.8 2.0 08- TRAS,0.00,2.00,0
G341445,Renapa S.A.,522-0107,COMPENSADOR MITSUBISHI MONTERO 07-13 DEL R/L,0.00,2.00,0
G341448,Renapa S.A.,522-0145,COMPENSADOR TOYOTA COROLLA 06-08 ALTIS 06-08 ALTEZA 08-13 TRAS R/L,0.00,2.00,0
G341492,Renapa S.A.,522-0037,COMPENSADOR HONDA CRV 07-11 TRAS,0.00,2.00,0
G343247,Renapa S.A.,522-0135,COMPENSADOR SUZUKI SIDEKICK/VITARA TRAS R/L P/B,0.00,2.00,0
G343251,Renapa S.A.,522-0115,COMPENSADOR MITSUBISHI SPORTERO TRAS 06-19,0.00,2.00,0
G343272,Renapa S.A.,522-0175,COMPENSADOR TOYOTA RAV4 -05 TERCEL CRESI P/o TRAS  IZ TROOP,0.00,2.00,0
G344294,Renapa S.A.,522-0112,COMPENSADOR MITSUBISHI MONTERO SPORT HYUNDAI TERRACAN NISSAN XTERRA DEL P/B,0.00,2.00,0
G344300,Renapa S.A.,522-0109,COMPENSADOR MITSUBISHI MONTERO CACHETONA TRAS LARGO P/B,0.00,2.00,0
G348084,Renapa S.A.,522-0138,COMPENSADOR SUZUKI SWIFT 12-14 P/B TRAS R/L,0.00,2.00,0
G349024,Renapa S.A.,522-0178,COMPENSADOR TOYOTA RAV4 06-16 TRAS R/L,0.00,2.00,0
G349098,Renapa S.A.,522-0054,COMPENSADOR HYUNDAI ACCENT i20 11- KIA RIO 11-TRAS B/B,0.00,2.00,0
G443217,Renapa S.A.,522-0001,COMPENSADOR 1000 MITSUBISHI MONTERO o/o IZ TROOP TOYOTA HILUX 2W NISSAN FRONTIER 4W,0.00,2.00,0
WP900048/GWT-86AH/16100-19265/16100-19305,Renapa S.A.,521-0031,BOMBA DE AGUA TOYOTA COROLLA 7AF DOHC 94- GEELY HA MR4*,0.00,1.00,0
WP900060/GWN-42A/21010-0M300/21010-0M301/21010-53Y00/21010-53Y01/21010-71J00/21010-74Y00/21010-74Y01/21010-88R10/21010-F4300,Renapa S.A.,521-0019,BOMBA DE AGUA NISSAN SENTRA GA16 16V B13 B14,0.00,1.00,0
