Expense Item ID,Expense ID,Expense Description,Project ID,Expense Category,Account ID,Total (BCY),Sub Total (BCY),Last Modified Time,Created Time,Vehicles
4198696000001093665,4198696000001093661,LITE ACE FUEL,,Fuel Expenses,4198696000000297777,"CRC 10,000.00","CRC 10,000.00",2023-11-08 09:10:44,2023-11-08 09:10:44,
4198696000001093691,4198696000001093687,CAR FUEL,,Fuel Expenses,4198696000000297777,"CRC 15,000.00","CRC 15,000.00",2023-11-08 09:10:44,2023-11-08 09:10:44,
4198696000001093735,4198696000001093731,,,Telephone Charges,4198696000000297375,CRC 75.84,CRC 75.84,2023-11-08 09:20:58,2023-11-08 09:20:58,
4198696000001099446,4198696000001099442,CAR FUEL,,Fuel Expenses,4198696000000297777,"CRC 15,000.00","CRC 15,000.00",2023-11-08 13:55:58,2023-11-08 13:55:58,
4198696000001099472,4198696000001099468,CAR FUEL,,Fuel Expenses,4198696000000297777,"CRC 15,000.00","CRC 15,000.00",2023-11-08 13:55:58,2023-11-08 13:55:58,
4198696000001099498,4198696000001099494,LITE ACE CAR WASH,,Miscellaneous Expenses,4198696000000297699,"CRC 5,500.00","CRC 5,500.00",2023-11-08 13:55:58,2023-11-08 13:55:58,
4198696000001099524,4198696000001099520,WAREHOUSE MAINTENANCE,,Repairs and Maintenance - Building,4198696000000297423,"CRC 7,061.94","CRC 7,061.94",2023-11-08 13:55:59,2023-11-08 13:55:59,
4198696000001099550,4198696000001099546,PARKING,,Toll Expenses,4198696000000297741,"CRC 1,350.00","CRC 1,350.00",2023-11-08 13:55:59,2023-11-08 13:55:59,
4198696000001099576,4198696000001099572,USB CHARGER PHONE (CAR),,Miscellaneous Expenses,4198696000000297699,"CRC 7,000.00","CRC 7,000.00",2023-11-08 13:55:59,2023-11-08 13:55:59,
4198696000001099602,4198696000001099598,CERTIFICATION COMMISSION PAYMENT,,Miscellaneous Expenses,4198696000000297699,"CRC 3,800.00","CRC 3,800.00",2023-11-08 13:55:59,2023-11-08 13:55:59,
4198696000001099628,4198696000001099624,TOLL,,Toll Expenses,4198696000000297741,CRC 275.00,CRC 275.00,2023-11-08 13:55:59,2023-11-08 13:55:59,
4198696000001099654,4198696000001099650,CAR FUEL,,Fuel Expenses,4198696000000297777,"CRC 20,000.00","CRC 20,000.00",2023-11-08 13:55:59,2023-11-08 13:55:59,
4198696000001099680,4198696000001099676,PARKING,,Toll Expenses,4198696000000297741,"CRC 2,124.00","CRC 2,124.00",2023-11-08 13:56:00,2023-11-08 13:56:00,
4198696000001099706,4198696000001099702,CAR FUEL,,Fuel Expenses,4198696000000297777,"CRC 22,039.00","CRC 22,039.00",2023-11-08 13:56:00,2023-11-08 13:56:00,
4198696000001099732,4198696000001099728,TRUCK SECURITY PADLOCKS,,Miscellaneous Expenses,4198696000000297699,"CRC 7,048.20","CRC 7,048.20",2023-11-08 13:56:00,2023-11-08 13:56:00,
4198696000001099758,4198696000001099754,LITE ACE FUEL,,Fuel Expenses,4198696000000297777,"CRC 10,000.00","CRC 10,000.00",2023-11-08 13:56:00,2023-11-08 13:56:00,
4198696000001099784,4198696000001099780,PARKING,,Toll Expenses,4198696000000297741,"CRC 1,195.00","CRC 1,195.00",2023-11-08 13:56:00,2023-11-08 13:56:00,
4198696000001099810,4198696000001099806,CAR FUEL,,Fuel Expenses,4198696000000297777,"CRC 24,016.00","CRC 24,016.00",2023-11-08 13:56:00,2023-11-08 13:56:00,
4198696000001099836,4198696000001099832,STATIONARY,,Office Consumables,4198696000000297345,"CRC 11,155.34","CRC 11,155.34",2023-11-08 13:56:01,2023-11-08 13:56:01,
4198696000001099862,4198696000001099858,CAR FUEL,,Fuel Expenses,4198696000000297777,"CRC 22,410.00","CRC 22,410.00",2023-11-08 13:56:01,2023-11-08 13:56:01,
4198696000001099888,4198696000001099884,TOLL,,Toll Expenses,4198696000000297741,"CRC 2,815.00","CRC 2,815.00",2023-11-08 13:56:01,2023-11-08 13:56:01,
4198696000001099914,4198696000001099910,TOLL,,Toll Expenses,4198696000000297741,CRC 420.00,CRC 420.00,2023-11-08 13:56:01,2023-11-08 13:56:01,
4198696000001099940,4198696000001099936,TOLL,,Toll Expenses,4198696000000297741,CRC 420.00,CRC 420.00,2023-11-08 13:56:01,2023-11-08 13:56:01,
4198696000001099966,4198696000001099962,TOLL,,Toll Expenses,4198696000000297741,CRC 275.00,CRC 275.00,2023-11-08 13:56:02,2023-11-08 13:56:02,
4198696000001099992,4198696000001099988,TOLL,,Toll Expenses,4198696000000297741,CRC 275.00,CRC 275.00,2023-11-08 13:56:02,2023-11-08 13:56:02,
4198696000001100018,4198696000001100014,KITCHEN ITEMS,,Miscellaneous Expenses,4198696000000297699,"CRC 4,239.00","CRC 4,239.00",2023-11-08 13:56:02,2023-11-08 13:56:02,
4198696000001100044,4198696000001100040,Cell phone Expense,,Telephone Charges,4198696000000297375,"CRC 9,203.51","CRC 9,203.51",2023-11-08 13:56:02,2023-11-08 13:56:02,
4198696000001100070,4198696000001100066,Cell phone Expense,,Telephone Charges,4198696000000297375,CRC 160.03,CRC 160.03,2023-11-08 13:56:02,2023-11-08 13:56:02,
4198696000001100096,4198696000001100092,Tube Light,,Repairs and Maintenance - Building,4198696000000297423,"CRC 2,292.04","CRC 2,292.04",2023-11-08 13:56:03,2023-11-08 13:56:03,
4198696000001105093,4198696000001105089,CAR FUEL ( YARIS ),,Fuel Expenses,4198696000000297777,"CRC 23,055.00","CRC 23,055.00",2023-11-08 18:18:16,2023-11-08 18:18:16,
4198696000001105119,4198696000001105115,WELCOME SNACKS FOR NEW WORKERS,,Food & Drinks,4198696000000297327,"CRC 13,195.00","CRC 13,195.00",2023-11-08 18:18:16,2023-11-08 18:18:16,
4198696000001105145,4198696000001105141,WELCOME SNACKS FOR NEW WORKERS,,Food & Drinks,4198696000000297327,"CRC 4,698.00","CRC 4,698.00",2023-11-08 18:18:16,2023-11-08 18:18:16,
4198696000001105171,4198696000001105167,COOKWARE,,Miscellaneous Expenses,4198696000000297699,"CRC 3,100.00","CRC 3,100.00",2023-11-08 18:18:16,2023-11-08 18:18:16,
4198696000001105197,4198696000001105193,TEAM (food),,Food & Drinks,4198696000000297327,"CRC 2,600.00","CRC 2,600.00",2023-11-08 18:18:16,2023-11-08 18:18:16,
4198696000001105223,4198696000001105219,COMPUTER EQUIPMENT,,Repairs and Maintenance - Building,4198696000000297423,"CRC 26,194.70","CRC 26,194.70",2023-11-08 18:18:16,2023-11-08 18:18:16,
4198696000001105249,4198696000001105245,FUEL  (TRUCK),,Fuel Expenses,4198696000000297777,"CRC 20,000.00","CRC 20,000.00",2023-11-08 18:18:17,2023-11-08 18:18:17,
4198696000001105275,4198696000001105271,LEGAL STATUS CERTIFICATION,,Licence & Fees,4198696000000297813,"CRC 3,425.00","CRC 3,425.00",2023-11-08 18:18:17,2023-11-08 18:18:17,
4198696000001105301,4198696000001105297,PAYMENT ESCROW 872,,Miscellaneous Expenses,4198696000000297699,"CRC 16,440.00","CRC 16,440.00",2023-11-08 18:18:17,2023-11-08 18:18:17,
4198696000001105327,4198696000001105323,CAR FUL ( YARIS ),,Fuel Expenses,4198696000000297777,"CRC 22,698.00","CRC 22,698.00",2023-11-08 18:18:17,2023-11-08 18:18:17,
4198696000001105353,4198696000001105349,PARKING,,Toll Expenses,4198696000000297741,"CRC 1,195.00","CRC 1,195.00",2023-11-08 18:18:17,2023-11-08 18:18:17,
4198696000001105379,4198696000001105375,TOLL,,Toll Expenses,4198696000000297741,CRC 275.00,CRC 275.00,2023-11-08 18:18:17,2023-11-08 18:18:17,
4198696000001105405,4198696000001105401,WAREHOUSE MAINTENANCE,,Repairs and Maintenance - Building,4198696000000297423,"CRC 63,362.83","CRC 63,362.83",2023-11-08 18:18:17,2023-11-08 18:18:17,
4198696000001105431,4198696000001105427,PARKING,,Toll Expenses,4198696000000297741,"CRC 1,593.00","CRC 1,593.00",2023-11-08 18:18:17,2023-11-08 18:18:17,
4198696000001105457,4198696000001105453,CAR FUEL ( YARIS ),,Fuel Expenses,4198696000000297777,"CRC 20,000.00","CRC 20,000.00",2023-11-08 18:18:18,2023-11-08 18:18:18,
4198696000001105483,4198696000001105479,CLEANING PRODUCTS,,Cleaning Expense,4198696000000297393,"CRC 1,823.00","CRC 1,823.00",2023-11-08 18:18:18,2023-11-08 18:18:18,
4198696000001105509,4198696000001105505,CLEANING PRODUCTS,,Cleaning Expense,4198696000000297393,"CRC 7,000.31","CRC 7,000.31",2023-11-08 18:18:18,2023-11-08 18:18:18,
4198696000001105535,4198696000001105531,Plastic Wrap,,Office Consumables,4198696000000297345,CRC 840.70,CRC 840.70,2023-11-08 18:18:18,2023-11-08 18:18:18,
4198696000001105561,4198696000001105557,WAREHOUSE MAINTENANCE,,Repairs and Maintenance - Building,4198696000000297423,"CRC 32,654.87","CRC 32,654.87",2023-11-08 18:18:18,2023-11-08 18:18:18,
4198696000001105587,4198696000001105583,OFFICE ITEMS,,Office Consumables,4198696000000297345,"CRC 2,525.63","CRC 2,525.63",2023-11-08 18:18:18,2023-11-08 18:18:18,
4198696000001105613,4198696000001105609,CAR FUEL ( YARIS ),,Fuel Expenses,4198696000000297777,"CRC 23,028.00","CRC 23,028.00",2023-11-08 18:18:18,2023-11-08 18:18:18,
4198696000001105639,4198696000001105635,OFFICE ITEMS,,Office Consumables,4198696000000297345,CRC 550.45,CRC 550.45,2023-11-08 18:18:19,2023-11-08 18:18:19,
4198696000001105665,4198696000001105661,HYGIENE EQUIPMENT BATHROOMS,,Cleaning Expense,4198696000000297393,"CRC 30,600.00","CRC 30,600.00",2023-11-08 18:18:19,2023-11-08 18:18:19,
4198696000001105691,4198696000001105687,MEETING TIME,,Food & Drinks,4198696000000297327,"CRC 34,870.00","CRC 34,870.00",2023-11-08 18:18:19,2023-11-08 18:18:19,
4198696000001105717,4198696000001105713,PARKING,,Toll Expenses,4198696000000297741,"CRC 2,700.00","CRC 2,700.00",2023-11-08 18:18:19,2023-11-08 18:18:19,
4198696000001105743,4198696000001105739,TOLL,,Toll Expenses,4198696000000297741,CRC 275.00,CRC 275.00,2023-11-08 18:18:19,2023-11-08 18:18:19,
4198696000001105769,4198696000001105765,TOILET EQUIPMENT,,Cleaning Expense,4198696000000297393,"CRC 6,994.00","CRC 6,994.00",2023-11-08 18:18:19,2023-11-08 18:18:19,
4198696000001105795,4198696000001105791,TOILET EQUIPMENT,,Cleaning Expense,4198696000000297393,CRC 990.00,CRC 990.00,2023-11-08 18:18:19,2023-11-08 18:18:19,
4198696000001105821,4198696000001105817,TOLL,,Toll Expenses,4198696000000297741,CRC 420.00,CRC 420.00,2023-11-08 18:18:19,2023-11-08 18:18:19,
4198696000001105847,4198696000001105843,TOLL,,Toll Expenses,4198696000000297741,CRC 420.00,CRC 420.00,2023-11-08 18:18:20,2023-11-08 18:18:20,
4198696000001105873,4198696000001105869,CAR FUEL ( YARIS ),,Fuel Expenses,4198696000000297777,"CRC 20,000.00","CRC 20,000.00",2023-11-08 18:18:20,2023-11-08 18:18:20,
4198696000001105899,4198696000001105895,KITCHEN SUPPLEMENT (employees),,Miscellaneous Expenses,4198696000000297699,"CRC 19,008.85","CRC 19,008.85",2023-11-08 18:18:20,2023-11-08 18:18:20,
4198696000001105925,4198696000001105921,KITCHEN SUPPLEMENT (employees),,Miscellaneous Expenses,4198696000000297699,"CRC 29,510.00","CRC 29,510.00",2023-11-08 18:18:20,2023-11-08 18:18:20,
4198696000001105951,4198696000001105947,LIGHT FOR CELLAR,,Repairs and Maintenance - Building,4198696000000297423,"CRC 9,557.53","CRC 9,557.53",2023-11-08 18:18:20,2023-11-08 18:18:20,
4198696000001105977,4198696000001105973,CAR FUEL ( YARIS ),,Fuel Expenses,4198696000000297777,"CRC 24,066.00","CRC 24,066.00",2023-11-08 18:18:20,2023-11-08 18:18:20,
4198696000001106003,4198696000001105999,BATTERIES AAA,,Office Consumables,4198696000000297345,"CRC 8,584.00","CRC 8,584.00",2023-11-08 18:18:20,2023-11-08 18:18:20,
4198696000001106029,4198696000001106025,ROLL FOR PACKING (CELLAR EQUIPMENT),,Miscellaneous Expenses,4198696000000297699,"CRC 5,000.00","CRC 5,000.00",2023-11-08 18:18:21,2023-11-08 18:18:21,
4198696000001106055,4198696000001106051,EQUIPMENT FOR PROTECTION CELLAR,,Miscellaneous Expenses,4198696000000297699,"CRC 38,743.36","CRC 38,743.36",2023-11-08 18:18:21,2023-11-08 18:18:21,
4198696000001106081,4198696000001106077,EQUIPMENT FOR PROTECTION CELLAR,,Miscellaneous Expenses,4198696000000297699,"CRC 18,540.00","CRC 18,540.00",2023-11-08 18:18:21,2023-11-08 18:18:21,
4198696000001106107,4198696000001106103,EQUIPMENT FOR SELLERS,,Miscellaneous Expenses,4198696000000297699,"CRC 15,398.22","CRC 15,398.22",2023-11-08 18:18:21,2023-11-08 18:18:21,
4198696000001106133,4198696000001106129,EQUIPMENT FOR SELLERS,,Miscellaneous Expenses,4198696000000297699,"CRC 37,080.00","CRC 37,080.00",2023-11-08 18:18:21,2023-11-08 18:18:21,
4198696000001106159,4198696000001106155,YARIS TIRE REPAIR,,Motor vehicle repair & maintenance,4198696000000297321,"CRC 3,000.00","CRC 3,000.00",2023-11-08 18:18:21,2023-11-08 18:18:21,
4198696000001106185,4198696000001106181,OFFICE ITEMS,,Office Consumables,4198696000000297345,"CRC 4,794.32","CRC 4,794.32",2023-11-08 18:18:21,2023-11-08 18:18:21,
4198696000001106211,4198696000001106207,SELLERS BUSINESS CARD,,Miscellaneous Expenses,4198696000000297699,"CRC 34,690.27","CRC 34,690.27",2023-11-08 18:18:21,2023-11-08 18:18:21,
4198696000001106237,4198696000001106233,KITCHEN SUPPLEMENT ( Té ),,Miscellaneous Expenses,4198696000000297699,"CRC 4,150.50","CRC 4,150.50",2023-11-08 18:18:21,2023-11-08 18:18:21,
4198696000001106263,4198696000001106259,DANIEL PASSPORT RENEWAL,,Miscellaneous Expenses,4198696000000297699,"CRC 41,050.75","CRC 41,050.75",2023-11-08 18:18:22,2023-11-08 18:18:22,
4198696000001106289,4198696000001106285,PASSPORT PROCESSING DANIEL,,Miscellaneous Expenses,4198696000000297699,"CRC 7,000.00","CRC 7,000.00",2023-11-08 18:18:22,2023-11-08 18:18:22,
4198696000001106315,4198696000001106311,OFFICE ITEMS,,Office Consumables,4198696000000297345,"CRC 5,318.36","CRC 5,318.36",2023-11-08 18:18:22,2023-11-08 18:18:22,
4198696000001106341,4198696000001106337,OFFICE ITEMS,,Office Consumables,4198696000000297345,CRC 670.17,CRC 670.17,2023-11-08 18:18:22,2023-11-08 18:18:22,
4198696000001106367,4198696000001106363,HYDRATION ( CONTAINER ),,Miscellaneous Expenses,4198696000000297699,"CRC 5,832.00","CRC 5,832.00",2023-11-08 18:18:22,2023-11-08 18:18:22,
4198696000001106393,4198696000001106389,EQUIPMENT FOR WAREHOUSE STAFF,,Miscellaneous Expenses,4198696000000297699,"CRC 4,268.59","CRC 4,268.59",2023-11-08 18:18:22,2023-11-08 18:18:22,
4198696000001106419,4198696000001106415,CLEANING PRODUCTS,,Cleaning Expense,4198696000000297393,"CRC 2,345.13","CRC 2,345.13",2023-11-08 18:18:22,2023-11-08 18:18:22,
4198696000001106445,4198696000001106441,FOOD FOR THE TEAM ( CONTAINER ),,Food & Drinks,4198696000000297327,"CRC 29,070.00","CRC 29,070.00",2023-11-08 18:18:23,2023-11-08 18:18:23,
4198696000001106477,4198696000001106471,COMPUTER EQUIPMENT,,Computer Expenses,4198696000001106467,"CRC 17,767.76","CRC 17,767.76",2023-11-08 18:18:23,2023-11-08 18:18:23,
4198696000001106503,4198696000001106499,COMPUTER EQUIPMENT,,Office Expenses,4198696000000297333,"CRC 7,855.36","CRC 7,855.36",2023-11-08 18:18:23,2023-11-08 18:18:23,
4198696000001106529,4198696000001106525,Plastic Wrap,,Office Consumables,4198696000000297345,CRC 840.70,CRC 840.70,2023-11-08 18:18:23,2023-11-08 18:18:23,
4198696000001106555,4198696000001106551,KITCHEN SUPPLEMENT (MILK OF COFFE),,Food & Drinks,4198696000000297327,"CRC 8,277.00","CRC 8,277.00",2023-11-08 18:18:23,2023-11-08 18:18:23,
4198696000001106581,4198696000001106577,EQUIPMENT  THE CELLAR,,Office Expenses,4198696000000297333,"CRC 7,787.61","CRC 7,787.61",2023-11-08 18:18:23,2023-11-08 18:18:23,
4198696000001106607,4198696000001106603,REMAINING PATENT PAYMENT,,Licence & Fees,4198696000000297813,"CRC 43,927.87","CRC 43,927.87",2023-11-08 18:18:23,2023-11-08 18:18:23,
4198696000001106633,4198696000001106629,FORKLIFT FUEL,,Fuel Expenses,4198696000000297777,"CRC 13,000.00","CRC 13,000.00",2023-11-08 18:18:23,2023-11-08 18:18:23,
4198696000001106659,4198696000001106655,KITCHEN SUPPLEMENT ( SNACKS ),,Food & Drinks,4198696000000297327,"CRC 7,186.00","CRC 7,186.00",2023-11-08 18:18:24,2023-11-08 18:18:24,
4198696000001106685,4198696000001106681,COPY OF NEW KEYS THE WEREHOUSE,,Miscellaneous Expenses,4198696000000297699,"CRC 6,195.00","CRC 6,195.00",2023-11-08 18:18:24,2023-11-08 18:18:24,
4198696000001106711,4198696000001106707,CAR FUEL ( PANEL ),,Fuel Expenses,4198696000000297777,"CRC 23,342.00","CRC 23,342.00",2023-11-08 18:18:24,2023-11-08 18:18:24,
4198696000001106737,4198696000001106733,HYGIENE EQUIPMENT BATHROOMS,,Cleaning Expense,4198696000000297393,"CRC 30,600.00","CRC 30,600.00",2023-11-08 18:18:24,2023-11-08 18:18:24,
4198696000001106763,4198696000001106759,TOLL,,Toll Expenses,4198696000000297741,CRC 420.00,CRC 420.00,2023-11-08 18:18:24,2023-11-08 18:18:24,
4198696000001106789,4198696000001106785,OFFICE ITEMS,,Office Consumables,4198696000000297345,"CRC 12,973.46","CRC 12,973.46",2023-11-08 18:18:24,2023-11-08 18:18:24,
4198696000001106815,4198696000001106811,OFFICE ITEMS,,Office Consumables,4198696000000297345,CRC 831.68,CRC 831.68,2023-11-08 18:18:24,2023-11-08 18:18:24,
4198696000001106841,4198696000001106837,EQUIPMENT FOR PROTECTION CELLAR,,Miscellaneous Expenses,4198696000000297699,"CRC 8,566.37","CRC 8,566.37",2023-11-08 18:18:25,2023-11-08 18:18:25,
4198696000001106867,4198696000001106863,KITCHEN SUPPLEMENT ( SNACKS ),,Food & Drinks,4198696000000297327,"CRC 2,018.00","CRC 2,018.00",2023-11-08 18:18:25,2023-11-08 18:18:25,
4198696000001106893,4198696000001106889,KITCHEN SUPPLEMENT ( SNACKS ),,Food & Drinks,4198696000000297327,"CRC 4,117.00","CRC 4,117.00",2023-11-08 18:18:25,2023-11-08 18:18:25,
4198696000001106919,4198696000001106915,KITCHEN SUPPLEMENT (water bottled ),,Food & Drinks,4198696000000297327,"CRC 2,637.00","CRC 2,637.00",2023-11-09 11:32:49,2023-11-08 18:18:25,
4198696000001106945,4198696000001106941,WAREHOUSE SIGN,,Miscellaneous Expenses,4198696000000297699,"CRC 36,345.13","CRC 36,345.13",2023-11-08 18:18:25,2023-11-08 18:18:25,
4198696000001106971,4198696000001106967,PARTY ARTICLES OPENING AND CLEANING,,Miscellaneous Expenses,4198696000000297699,"CRC 31,455.76","CRC 31,455.76",2023-11-08 18:18:25,2023-11-08 18:18:25,
4198696000001106997,4198696000001106993,CATHERINE SERVICE UBER,,Travelling Expenses - Local - USD,4198696000000297729,"CRC 6,500.00","CRC 6,500.00",2023-11-08 18:18:25,2023-11-08 18:18:25,
4198696000001107023,4198696000001107019,PAYMENT OF GASOLINE TO DANIEL,,Fuel Expenses,4198696000000297777,"CRC 10,000.00","CRC 10,000.00",2023-11-08 18:18:25,2023-11-08 18:18:25,
4198696000001107049,4198696000001107045,SOAP POWDER ( EQUIPMENT FOR CLEANNING),,Cleaning Expense,4198696000000297393,"CRC 1,823.00","CRC 1,823.00",2023-11-08 18:18:26,2023-11-08 18:18:26,
4198696000001107075,4198696000001107071,WAREHOUSE SCREWS,,Miscellaneous Expenses,4198696000000297699,"CRC 3,809.73","CRC 3,809.73",2023-11-08 18:18:26,2023-11-08 18:18:26,
4198696000001107101,4198696000001107097,PAYMENT OF GASOLINE TO CARLOS,,Fuel Expenses,4198696000000297777,"CRC 7,000.00","CRC 7,000.00",2023-11-08 18:18:26,2023-11-08 18:18:26,
4198696000001107127,4198696000001107123,WAREHOUSE SCREWS,,Miscellaneous Expenses,4198696000000297699,"CRC 2,539.82","CRC 2,539.82",2023-11-08 18:18:26,2023-11-08 18:18:26,
4198696000001107153,4198696000001107149,PAYMENT OF INSCRIPTION  AND SUBJECTS,,Bursary,4198696000000297621,"CRC 69,000.00","CRC 69,000.00",2023-11-08 18:18:26,2023-11-08 18:18:26,
4198696000001113065,4198696000001113061,,,Office Consumables,4198696000000297345,"CRC 42,031.08","CRC 42,031.08",2023-11-09 11:40:24,2023-11-09 11:39:46,
4198696000001113323,4198696000001113319,WAREHOUSE SUPPLEMENT,,Miscellaneous Expenses,4198696000000297699,"CRC 11,194.00","CRC 11,194.00",2023-11-09 11:51:07,2023-11-09 11:51:07,
4198696000001113349,4198696000001113345,WAREHOUSE SUPPLEMENT,,Miscellaneous Expenses,4198696000000297699,"CRC 13,425.78","CRC 13,425.78",2023-11-09 11:51:07,2023-11-09 11:51:07,
4198696000001113375,4198696000001113371,SERVICE OF THE CELLPHONE PANTERA,,Telephone Charges,4198696000000297375,"CRC 9,203.51","CRC 9,203.51",2023-11-09 11:51:08,2023-11-09 11:51:08,
4198696000001113401,4198696000001113397,SERVICE OF THE CELLPHONE PANTERA,,Telephone Charges,4198696000000297375,CRC 160.12,CRC 160.12,2023-11-09 11:51:08,2023-11-09 11:51:08,
4198696000001113427,4198696000001113423,KITCHEN AND PARTY ARTICLES OPENING,,Miscellaneous Expenses,4198696000000297699,"CRC 117,610.15","CRC 117,610.15",2023-11-09 11:51:08,2023-11-09 11:51:08,
4198696000001113453,4198696000001113449,KITCHEN AND PARTY ARTICLES OPENING,,Miscellaneous Expenses,4198696000000297699,"CRC 26,330.53","CRC 26,330.53",2023-11-09 11:51:08,2023-11-09 11:51:08,
4198696000001113479,4198696000001113475,EQUIPMENT FOR CASH AREA,,Miscellaneous Expenses,4198696000000297699,"CRC 11,489.67","CRC 11,489.67",2023-11-09 11:51:08,2023-11-09 11:51:08,
4198696000001113505,4198696000001113501,EQUIPMENT FOR CASH AREA,,Miscellaneous Expenses,4198696000000297699,"CRC 3,725.00","CRC 3,725.00",2023-11-09 11:51:08,2023-11-09 11:51:08,
4198696000001113541,4198696000001113527,,,Round-off Account,4198696000000297693,CRC 433.26,CRC 433.26,2023-11-09 11:55:18,2023-11-09 11:55:18,
